model,dataset,stratum,level_n_problems,N,T,mean_acc,std_acc,source,dataset_family
Llama-3.2-3B,mathfull,L5,1743,128,0.5,0.165,0.003,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,0.6,0.176,0.004,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,0.7,0.187,0.001,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,0.8,0.193,0.003,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,0.9,0.191,0.006,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,1.0,0.17,0.003,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,1.1,0.085,0.003,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,128,1.2,0.028,0.002,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.1,0.057,0.002,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.2,0.094,0.004,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.3,0.129,0.003,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.4,0.154,0.004,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.5,0.167,0.004,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.6,0.179,0.005,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.7,0.191,0.003,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.8,0.194,0.002,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,0.9,0.192,0.004,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,1.0,0.17,0.004,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,1.1,0.087,0.002,markdown,mathfull
Llama-3.2-3B,mathfull,L5,1743,256,1.2,0.029,0.002,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.1,0.4988173327541268,0.014174229255175738,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.2,0.4987009122502172,0.009737887617769003,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.3,0.4964228931364032,0.010010615564447002,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.4,0.49050521285838405,0.009022645031861874,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.5,0.48813053866203304,0.00899020849742134,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.6,0.4786928757602085,0.01148541930651182,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.7,0.47181820156385756,0.010240483705180776,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.8,0.46309274543874895,0.010388479383896558,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,0.9,0.4434005212858384,0.01194753045306937,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,1.0,0.4242899652476108,0.013086019957645079,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,1.1,0.37928627280625543,0.011303980446537763,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,1,1.2,0.28757471763683756,0.010600231133653689,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.1,0.4988173327541268,0.014174229255175738,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.2,0.4987009122502172,0.009737887617769003,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.3,0.4964228931364032,0.010010615564447002,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.4,0.49050521285838405,0.009022645031861874,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.5,0.48813053866203304,0.00899020849742134,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.6,0.4786928757602085,0.01148541930651182,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.7,0.47181820156385756,0.010240483705180776,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.8,0.46309274543874895,0.010388479383896558,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,0.9,0.4434005212858384,0.01194753045306937,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,1.0,0.4242899652476108,0.013086019957645079,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,1.1,0.37928627280625543,0.011303980446537763,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,2,1.2,0.28757471763683756,0.010600231133653689,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.1,0.5359791485664639,0.01052946715367875,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.2,0.5442421807124239,0.006087866612840892,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.3,0.5507193744569939,0.010751568289215838,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.4,0.5478481754995657,0.008370013395436802,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.5,0.5502267593397047,0.01056846447481105,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.6,0.546372719374457,0.01085486954669471,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.7,0.541731103388358,0.007106350484069349,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.8,0.533579496090356,0.010141151938570962,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,0.9,0.5207639009556907,0.006844064948677814,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,1.0,0.4999963075586446,0.010769573334981752,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,1.1,0.4458794526498697,0.010746213444202471,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,4,1.2,0.3332873588184188,0.010082005199586195,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.1,0.5593788010425718,0.007123415579773136,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.2,0.5768390529973937,0.008573543448496038,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.3,0.5858950912250218,0.009380032677562801,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.4,0.5897463075586447,0.009329905301121164,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.5,0.5925857949609036,0.007972708116922182,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.6,0.58974674196351,0.00971794894571664,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.7,0.5910957862728062,0.010233577465012253,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.8,0.5858779322328411,0.010391573308682053,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,0.9,0.5761870112945264,0.010482298595257579,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,1.0,0.5562565160729801,0.010492664269633281,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,1.1,0.49422154648132055,0.009248676144493154,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,8,1.2,0.3588442658557776,0.006052801262862926,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.1,0.5716027367506517,0.008637526474452758,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.2,0.5968748913987837,0.006199093288706433,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.3,0.6087880104257167,0.006276879644476418,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.4,0.6139674196350999,0.0062812554705812765,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.5,0.6195944830582102,0.006457338446206909,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.6,0.6178410078192875,0.010336823163768785,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.7,0.6189804517810599,0.008829202789267285,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.8,0.6173948740225891,0.008825585781057313,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,0.9,0.6090527801911381,0.00684266842742256,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,1.0,0.592991529105126,0.01067248994859527,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,1.1,0.5127767158992181,0.01063014581273465,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,16,1.2,0.3665777584708949,0.007410265380859835,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.1,0.5793440486533449,0.007913177321771808,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.2,0.6068924847958298,0.0079135615871691,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.3,0.6204302780191139,0.005522110206203118,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.4,0.6274485230234579,0.006338603063164192,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.5,0.6329244135534319,0.006170471427438712,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.6,0.6348258036490009,0.004258328579813645,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.7,0.6357773675065161,0.008124573102465551,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.8,0.6365330147697654,0.00508022092598542,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,0.9,0.6297810599478714,0.0073097354836551935,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,1.0,0.6122851867940919,0.010213702657747884,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,1.1,0.5267686794092095,0.009265030524334764,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,32,1.2,0.366877932232841,0.005154919710316434,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.1,0.5825907906168549,0.005529539189570941,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.2,0.6130749348392702,0.005070998955663526,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.3,0.6270738488271069,0.006358344155489893,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.4,0.6357176368375326,0.0065589123348698125,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.5,0.6433186359687229,0.004982506321534929,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.6,0.6428516507384884,0.006908597119647274,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.7,0.6477358818418767,0.004502653913814984,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.8,0.647415725456125,0.004752520022914324,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,0.9,0.6403266724587315,0.006354021418297838,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,1.0,0.6247000434404866,0.005632284837744263,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,1.1,0.5305766724587314,0.006394400515264041,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,64,1.2,0.3680076020851434,0.00455581277719099,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.1,0.5869304952215465,0.005975187618151518,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.2,0.6164144222415292,0.004709778725011946,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.3,0.6326687662901825,0.004595544247758001,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.4,0.6419363596872286,0.004879788632530665,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.5,0.6462354474370113,0.003302744823776393,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.6,0.6495801476976542,0.005155425305267536,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.7,0.6534454821894005,0.004860097463027909,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.8,0.652665073848827,0.00559533518630381,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,0.9,0.6470873153779323,0.005902148808361089,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,1.0,0.6305462641181581,0.0045891592123483245,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,1.1,0.5320914422241529,0.006136780767868098,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,128,1.2,0.3687819287576021,0.004217969708545426,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.1,0.5883981320590791,0.0037785116519713697,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.2,0.6164378801042573,0.004101794441075458,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.3,0.6329417897480453,0.0037690437386339627,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.4,0.6434322328410077,0.00376489223662933,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.5,0.6483631624674197,0.004256415406325802,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.6,0.6527428323197219,0.00548833768683436,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.7,0.6558527367506516,0.003529846675134284,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.8,0.655271503040834,0.0032932281834001298,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,0.9,0.6500708079930495,0.0053611734454710545,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,1.0,0.6342458731537792,0.003403950788872674,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,1.1,0.5337250217202433,0.005658332315030232,markdown,mathfull
Llama-3.2-3B,mathfull,overall,4604,256,1.2,0.3678618592528236,0.0031745143358413437,markdown,mathfull
Phi-4-mini-instruct,aime,L1,1,1,0.1,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.4,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.5,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.6,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.7,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.8,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,0.9,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,1.0,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,1.1,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,1,1.2,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.1,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.4,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.5,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.6,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.7,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.8,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,0.9,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,1.0,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,1.1,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,2,1.2,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,1.0,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,1.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,4,1.2,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,1.0,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,1.1,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,8,1.2,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,1.0,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,1.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,16,1.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,1.0,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,1.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,32,1.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,1.0,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,1.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,64,1.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,1.0,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,1.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,128,1.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.3,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.4,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.5,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.6,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.7,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.8,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,0.9,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,1.0,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,1.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L1,1,256,1.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.1,0.75,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.2,0.333,0.471,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.3,0.4165,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.4,0.41700000000000004,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.5,0.5835,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.6,0.3335,0.44109466104227557,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.7,0.583,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.8,0.3335,0.44109466104227557,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,0.9,0.25,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,1.0,0.41700000000000004,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,1.1,0.1665,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,1,1.2,0.1665,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.1,0.75,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.2,0.333,0.471,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.3,0.4165,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.4,0.41700000000000004,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.5,0.5835,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.6,0.3335,0.44109466104227557,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.7,0.583,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.8,0.3335,0.44109466104227557,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,0.9,0.25,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,1.0,0.41700000000000004,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,1.1,0.1665,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,2,1.2,0.1665,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.1,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.2,0.75,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.3,0.75,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.4,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.5,0.75,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.6,0.75,0.42483526218994583,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.7,0.667,0.471,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.8,0.4165,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,0.9,0.5,0.471,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,1.0,0.5,0.471,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,1.1,0.1665,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,4,1.2,0.0835,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.1,0.9165,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.3,0.9165,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.4,0.9165,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.5,0.8335,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.6,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.7,0.8335,0.3330472939388639,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.8,0.5835,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,0.9,0.333,0.471,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,1.0,0.5835,0.48571648108747556,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,1.1,0.3335,0.44109466104227557,markdown,aime
Phi-4-mini-instruct,aime,L2,2,8,1.2,0.167,0.373,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.1,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.2,1.0,0.0,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.3,0.9165,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.4,0.833,0.373,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.5,0.9165,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.6,0.9165,0.2637508293825822,markdown,aime
Phi-4-mini-instruct,aime,L2,2,16,0.7,0.75,0.3535533905932738,markdown,aime
